DAY,TOKENID,PRICE,PRICE_USD
2023-04-17 10:00:00.000,1.1214412729311027e+77,0.7662,1608.772489449
2023-04-17 11:00:00.000,8.468253555332436e+76,0.00025,0.5228130457
2023-04-17 10:00:00.000,6.457540245937065e+76,1.0002,2100.096898913
2023-04-17 10:00:00.000,2.8565344586173043e+76,0.5,1049.83848176
2023-04-17 10:00:00.000,9.638409514498829e+76,0.85,1784.725418992
2023-04-18 10:00:00.000,2.8565344586173043e+76,0.7777,1632.286770605
2023-04-18 10:00:00.000,2.8565344586173043e+76,0.8,1679.091444624
2023-04-18 10:00:00.000,2.8565344586173043e+76,0.6,1259.318583468
2023-04-18 10:00:00.000,2.2174134049906583e+76,0.0003,0.6296592917
2023-04-18 10:00:00.000,1.7136790276696693e+76,0.002,4.197728612
2023-04-18 10:00:00.000,1.1410110983770599e+77,0.3,629.659291734
2023-04-18 09:00:00.000,1.0591884178621905e+77,0.5,1050.896930649
2023-04-18 10:00:00.000,7.533544171543181e+76,0.28,587.682005618
2023-04-18 20:00:00.000,4.6198885098201015e+75,0.00015,0.3119148421
2023-04-19 10:00:00.000,7.533544171543181e+76,0.455,906.798360623
2023-04-19 10:00:00.000,7.533544171543181e+76,0.5289,1054.078358096
2023-04-19 02:00:00.000,9.09593442053252e+76,0.00015,0.3142199247
2023-04-19 10:00:00.000,1.0591884178621905e+77,0.7793,1553.116400953
2023-04-19 10:00:00.000,1.1410110983770599e+77,0.42,837.044640575
2023-04-19 08:00:00.000,3.1659319041563806e+76,0.00018,0.3741548326
2023-04-20 09:00:00.000,9.552709702442164e+75,0.828,1615.757666244
2023-04-20 09:00:00.000,9.638409514498829e+76,0.905,1766.015323613
2023-04-20 09:00:00.000,2.8565344586173043e+76,1.5,2927.097221457
2023-04-20 09:00:00.000,6.917398732450953e+76,0.6888,1344.123044093
2023-04-20 09:00:00.000,5.14123791826204e+76,0.0018,3.512516666
2023-04-20 10:00:00.000,4.374248820759521e+75,2,3900.563244405
2023-04-20 01:00:00.000,1.0090521873806872e+77,0.00018,0.3483989737
2023-04-20 09:00:00.000,4.1655141764145976e+76,0.3333,650.401002608
2023-04-20 09:00:00.000,6.457540245937065e+76,1.1,2146.537962402
2023-04-20 09:00:00.000,1.1410110983770599e+77,0.589,1149.373508959
2023-04-20 09:00:00.000,1.1410110983770599e+77,0.688,1342.561925575
2023-04-20 09:00:00.000,1.0591884178621905e+77,0.83278,1625.08534939
2023-04-20 01:00:00.000,5.738239181606652e+76,0.00018,0.3483989737
2023-04-20 15:00:00.000,8.760512867425453e+76,0.00018,0.355323669
2023-04-20 09:00:00.000,7.533544171543181e+76,0.5967,1164.399274696
2023-04-20 09:00:00.000,4.1655141764145976e+76,0.3,585.419444291
2023-04-21 08:00:00.000,9.552709702442164e+75,0.913,1740.549778648
2023-04-21 09:00:00.000,8.794259842890178e+76,0.25,479.503308711
2023-04-21 08:00:00.000,5.711207939586366e+75,0.00018,0.343153297
2023-04-21 10:00:00.000,4.374248820759521e+75,2.22,4267.137022555
2023-04-21 03:00:00.000,3.9922744824332055e+76,0.00018,0.3496180619
2023-04-21 09:00:00.000,3.903612688835782e+76,0.22222,426.220901047
2023-04-21 09:00:00.000,8.794259842890178e+76,0.1789,343.132567713
2023-04-21 10:00:00.000,8.39280281938988e+76,0.52,999.509572851
2023-04-21 09:00:00.000,6.917398732450953e+76,0.725,1390.559595261
2023-04-21 10:00:00.000,6.719141220570864e+76,1,1922.133793944
2023-04-21 09:00:00.000,6.580276069868603e+76,0.188,360.586488151
2023-04-21 09:00:00.000,6.580276069868603e+76,0.2,383.602646969
2023-04-22 07:00:00.000,6.475795261780904e+76,0.00018,0.3354397106
2023-04-22 10:00:00.000,3.5205276552967157e+75,0.0002,0.3708837144
2023-05-07 20:00:00.000,1.298296059338604e+75,0.0009,1.72343377
2023-05-07 14:00:00.000,6.647078319583065e+76,0.0005,0.9557249089
2023-05-08 18:00:00.000,6.240623229981574e+76,0.0019,3.537798217
2023-05-08 13:00:00.000,7.745938711531976e+76,0.0009,1.677309978
2023-05-08 10:00:00.000,9.029530216011337e+76,0.33,612.382452862
2023-05-09 06:00:00.000,6.938334563938348e+76,0.0012,2.211745021
2023-05-09 06:00:00.000,3.234506027563624e+75,0.0008,1.474496681
